audioID,speakerID,gender,grade,paragraphID,manualTranscript,SNR_dB
5a21k_EN-OL-RC-538_2,5a21k,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets is a bit of wings of of the wing,86.62
5a54f_EN-OL-RC-538_2,5a54f,Male,5,2,if you look at pictures of butterflies you will find that many of them हॅप large black circles on their wings these looks these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these black circles for the creature's eyes it aims or tries to hit the eye but all that it gets is a bit of a wing,84.94
5a18c_EN-OL-RC-538_2,5a18c,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird of or a lizard which is trying to catch a butterfly mistakes these black circles of a क्रिएचर eyes it aims to tries to its to hits the eye but all that it gets is a bit of wings,89.79
5b5f_EN-OL-RC-538_1,5b5f,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colour of their wings if you look at the butterfly's wings true a magnifying glass you will see that they are covered with very small scale it is these scale will which have colour without these scale the wings would be transparent the colour on the wings make very fine पॅरे patterns,60.44
5b17b_EN-OL-RC-538_1,5b17b,Female,5,1,butterflies are सरली some of the most beautiful creators in the world they are beautiful because of the ब्रिल brilliant HS colours of their wings if you look at the butterfly's wings थ्रो ट मॅ magnifying glass you will see that they are covered with very small स्कॅस इ it is these case which have colour without these scales the wings would be transparent the colours on the wings make very fine पॅट,59.51
5a25a_EN-OL-RC-538_1,5a25a,Male,5,1,butterflies are surely some for the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours फ of their wings if you look at butterfly's wings ध्रो a magnifying glass you will see that they are covered with very small scales it is these scales have which have colour without these scales the wings could would be transparent the colours on the wings make very fine patterns,77.61
5b40g_EN-OL-RC-538_1,5b40g,Female,5,1,butterflies are सोर्ली some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if look at a butterfly wings through a magnifying glass you will see that they are covered with very small scales it is which have colours without these scales the wings would be transparent the colours on the wing make very fine patterns,54.68
5d26c_EN-OL-RC-538_2,5d26c,Male,5,2,if you look at pictures of butterflies you will find that many of them have लार्जे black कल circles on their wings these look like याईस these eyes are very useful to the butterfly they help to it to इस from the इच इंजेन्स a ब bird हॉर a lizard which is trying to catch a butterflies butterfly mistakes these black colour of the क केचेस आयजेस it aims or try to hit the eye but all that is gets a it is a bite of the wing,86.62
5a43k_EN-OL-RC-538_2,5a43k,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterflies they आ they help to it escape from it enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these black circles of their क्रिएचर्स eyes it ऍ ए इम्स or tries to hit the eyes but all that it gets a it gets is a bit of the wings,71.78
5a23a_EN-OL-RC-538_1,5a23a,Male,5,1,butterflies are surely some of the most beautiful क्रेचर in the world they are beautiful because of the brilliant colours of their wings if you look at the butterfly wings throw a magnifying glass you will see that they they are covered with very small scales it is these scales which have colour without these scales the wings would be टान्स्परन्ट the colour on the wings make very fine patterns,63.95
5b44c_EN-OL-RC-538_1,5b44c,Male,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,96.39
5a37c_EN-OL-RC-538_2,5a37c,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wing these look like eyes this eyes are very useful to the butterflies they help it to escape from its enemies a bird or a lizard which is trying to catch a butterflies mistakes these black circles for the क्रिएचर eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,86.07
5a18j_EN-OL-RC-538_2,5a18j,Female,5,2,if you look at pictures of butterflies you will find that many of they there have large black स circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिझाट which is trying to catch a butterfly mistakes these black circles for the creature's eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,63.12
5d11g_EN-OL-RC-538_2,5d11g,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles of the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets it a bit of the wing,94.71
5c23c_EN-OL-RC-538_1,5c23c,Male,5,1,butterflies are surely HS some of the most beautiful क्रेचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at the butterflies wings through a magnifying glass you will see that they are covered with very small skills it is these skills which have colour without these skills the wings would be transparent the colours on the wings make very fine patterns,92.65
5a50c_EN-OL-RC-538_2,5a50c,Male,5,2,if you look at a pictures of the butterfly you will find that many of them have large black circles on their wings this look look like eyes this eyes are very useful to the butterfly they help it to escape from it enemies a bird or a lizard which a trying to cat a butterfly mistakes this black circle for the क्रिएचर eyes it एनमाइस or try to hit the eye but all that it gets is a bite of दर wing,84.21
5a45k_EN-OL-RC-538_2,5a45k,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes this eyes are very useful to the butterflies they help it to escape from its enemies a bird or a लिजाड which is trying to catch a butterflies mistakes this black circles for the क्रिएचर्स eyes it aims or tries to hit the eyes but all that it gets is a bit of the wings,55.34
5d34c_EN-OL-RC-538_1,5d34c,Male,5,1,butterflies are सुअली some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly wings thought a mean full magnifying glass you will see that they are convert with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,99.0
5a37c_EN-OL-RC-538_1,5a37c,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,70.72
5c7g_EN-OL-RC-538_1,5c7g,Male,5,1,butterflies are surely some of the most beautiful क्रिएचस in the world they are beautiful because of the brilliant colours of their if you look at the butterfly wings through a lying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the flying would be transparent the colours on the wings make very fine patterns,45.0
5b39c_EN-OL-RC-538_2,5b39c,Male,5,2,if you look अट pictures of butterflies you will find that many of them have large black circles on their wings those look ला like eyes those eyes are very useful to the butterfly they help it to from its enemies a bird or a लिजाड which is trying to catch a butterfly मी takes those black circles for the क्रे क्रेच eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,79.67
5b5g_EN-OL-RC-538_2,5b5g,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly butterfly mistakes these black circles for the क्रेचस eyes it aims or tries to hit the eye but all that it get gets is a bit of the wing,91.65
5c14b_EN-OL-RC-538_1,5c14b,Female,5,1,butterfly eyes some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wing through a मैगनीफुल फिंग magnifying glass you will see that they are covered with very small skills it is these scales which have colour without it skills the see the wings कूल्ड would be trans transparent the colours on the wings make very very fine attraction HS,80.4
5a33k_EN-OL-RC-538_2,5a33k,Male,5,2,if you look at the picture butterflies you will find that may of them have large black circles on their wings these look like eyes this eyes are very useful to the butterfly they help it to the from its a bird or a लिजाड which is trying to catch butterfly mistaken thus black circles for the कॅरेक्चर eyes is aims or theirs to hit they eye but all that it gets इ a ब bit of the wings,95.33
5b45c_EN-OL-RC-538_1,5b45c,Male,5,1,बटरफा flies are सुरेली some of the must beautiful क्रिएचस in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,48.51
5b22a_EN-OL-RC-538_1,5b22a,Male,5,1,बेटरफ्रीज are सली some of the most beautiful कर्टस in the world they are beautiful because of the brilliant colours of their wings if you look at the butterfly's wings there through a magnify magnifying glass you will see that they are covered with very small skull it is दर it is these skull which have colour without the these skull the wing wings would be transparent the colours on the wings make वे very fine,77.71
5a44c_EN-OL-RC-538_2,5a44c,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes this eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिजाड which is trying to catch a butterfly's mistakes these black circles for the क्रिएचर eyes it aims or tries to hit the eye but all that it gets is a bite of the wing,85.31
5b39g_EN-OL-RC-538_1,5b39g,Male,5,1,butterflies are सरली an of the most beautiful क्रिएचर in the world they are beautiful because of the brilliant colour of their wings if you look at a butterfly's wings thought a mean full glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would we ट्रान्सफॉमेन्ट the colours of the wings make very fine पॅ,75.77
5c28c_EN-OL-RC-538_2,5c28c,Male,5,2,if you look at the picture of mother flies you will find that many ऑ them ऍ large black circles of on their wing these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemy a bus या ये लिज़ार्ड which is trying to catch a butterfly mistakes these black circles four the क्रेचर्स eyes it aims यात तायर्स to hit the ऑइ but all that it guess a bit of the wing,98.69
5a32c_EN-OL-RC-538_1,5a32c,Male,5,1,butterflies are शेअरली some of the most beautiful क्रिएचर in the world they are beautiful because of the be brilliant colour of their wing if you look at a butterfly's wing thought up magnifying glasses you will see that they are कवट वीट very small स्के scares it is they there's scares which have colour without these scares they wing वुल्ड to transparent the colour on the wing make very fine पॅरेन,100.0
5c16c_EN-OL-RC-538_1,5c16c,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,88.52
5b20f_EN-OL-RC-538_1,5b20f,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a मैगनीफाइन glasses you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,63.86
5b22g_EN-OL-RC-538_1,5b22g,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see the they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine pattern,93.67
5a39k_EN-OL-RC-538_1,5a39k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is they scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,55.12
5c28c_EN-OL-RC-538_1,5c28c,Male,5,1,butterflies are सर्ली some of the most beautiful क्रे क्रेचर्स in the world they are beautiful be काउज of the brilliant colour of their wings if you look at a butterfly wings throw a men many flying glass you will see that they are cover with small scales it is it is these scales we have colour without these scales the wings would be transparent the colour on the wings make very fine patterns,100.0
5b38g_EN-OL-RC-538_1,5b38g,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colour of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colour of the wings make very fine patterns,32.33
5b46f_EN-OL-RC-538_2,5b46f,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,84.31
5b7g_EN-OL-RC-538_1,5b7g,Female,5,1,बटरसाइज़ are सरपेस some of the most ब beautiful creative creatives in the world they are beautiful because of the return return colours of their wings if you look it a butterfly's wings through a meaningful मीनिंगसाइजग्लास you will see that they are covered with very small scales it it is these skills which have colour without this skills the wings अवावौल्ड we transparent the colour on the wings make very fine patterns,90.08
5c26a_EN-OL-RC-538_2,5c26a,Male,5,2,if you look at picture of butterflies you will find that many of them have large black circles on their wings this look like eyes this eyes are very useful to the butterfly they help in to escape from its enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes this black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets it is a bit,63.43
5b12k_EN-OL-RC-538_2,5b12k,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to the butterfly they help it to you the from its a birds or a ला ला लिज़ार्ड which is trying to catch a butterfly mistake these black circles for the eyes it आम्स or to hit the eyes but all that it gets is a but of the wing,81.21
5c29c_EN-OL-RC-538_1,5c29c,Male,5,1,butterflies are सुअरली some of the most beautiful क्रिएचर in the world they are beautiful because of the बिलय brilliant colours of their wings if you ला look at a butterfly's wing through a mike magnify glass you will see that they are covered with very small स्कैरल scales if it is these skills which have colour without these skills the wings would be transparent the colours on the wings make very fine pattern,100.0
5b45c_EN-OL-RC-538_2,5b45c,Male,5,2,if you look at picture a pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes this black circles four the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,66.71
5b34c_EN-OL-RC-538_1,5b34c,Male,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colour on the wings make very fine patterns,30.81
5b13a_EN-OL-RC-538_2,5b13a,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circle on their wings this look like eyes this eyes are very useful to the butterfly they they help it to escape from its enemies a bird or a लिज़ार्ड will which is trying to catch a butterfly mistakes these black circle for the creations eyes it ऐमी इम्स or tries to hit the eye but all that it gets it a bit of the wing,90.48
5c11c_EN-OL-RC-538_1,5c11c,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of their brilliant colours of their wings if you look at a butterfly wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make fine very fine patterns,69.5
5a23k_EN-OL-RC-538_1,5a23k,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly wings through a मॅग्निफाइगिंग glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,24.96
5b37a_EN-OL-RC-538_2,5b37a,Male,5,2,if you look at pictures of butter files you will find that many of them have large black circles on their wings these look like eyes these eyes ऍ are very useful to the बुटर fly they help it to escape from its a bird of a लिज़ार्ड which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tights to hit the eye but all that it gets is a bit of the wing,93.04
5c44c_EN-OL-RC-538_2,5c44c,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful of the butterfly they help it to escape from its enemies a bird or a लिझार्ड which is trying to catch a butterfly mistakes these black circles for the क्रेचर्स eyes it may aims or tries to hit the eye but all that it gets is a bit of the wing,97.41
5c14b_EN-OL-RC-538_2,5c14b,Female,5,2,if you look at picture of butterflies you will find that many of them have large black circle on their wings this look like eyes this eyes are very useful of the butterfly they help it to from its ऐण्यामिस a but bird or a lizard which is trying to catch a butterfly mistakes this black circles for the creature's eyes it ऐम्स or tries to hit the eye but all that it get is a bit of the wing,93.41
5b40a_EN-OL-RC-538_2,5b40a,Male,5,2,if you look at pictures of butterflies you will find that that many of them have large black सर्कस on their wings these look like eyes these eyes are वेरीक useful to the ब butterfly they help it to इस्केप from its enemies bird or a लिज़ार्ड which is trying to catch a butterfly मिस्टेकेस these black सर्कस for the क्रेचर्स eyes it it aims on tires to hit the eye but all that it gets is a bit of the wing,83.61
5a9d_EN-OL-RC-538_1,5a9d,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at the butterfly's wings throw a magnifying glass you will see that they are covered with very small scales it is these ग्लोस you will see that they are covered with very small scales it is these स्कॅल्स which have colour without these scales the wings would be transparent the colours on the big make very fine patterns,94.28
5a3d_EN-OL-RC-538_1,5a3d,Male,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wing through a मीनिंगफुलिंग glass you will see that they are covered with very small scales it is these skills which have colour without these skills the wings would be transparent the colours on the wings make were very fine parents,96.53
5a11k_EN-OL-RC-538_1,5a11k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a of the a butterfly wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,41.86
5a4c_EN-OL-RC-538_1,5a4c,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the ब्रा ब्रिटलिंग colours of their wings if you look at a butterfly's wings thought a a many फ्लाईज glass you will see the they are covered with very small कैल्स it is these scales which have colour without these scales the wings would be trans parent the colours on the wings make very fine patterns,94.55
5d22c_EN-OL-RC-538_2,5d22c,Male,5,2,if you look at the picture of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly these they help it to escape from its enemies a bird or a लिजाड which is trying to catch a butterfly mistakes these block circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that its get is a little beats of their wings,84.89
5d2c_EN-OL-RC-538_2,5d2c,Female,5,2,if you look at the picture of butterflies you will find that मै that many that of them have large black circles of their wings these look like eye these eye are very useful of to the butterflies they help it to escape from its enemies a birds a लिज़ार्डस which is trying to catch a butterfly mistakes these black circles for the creature's eye it अय इमाईस or दिअर्स to hit the eye but all that it get इ is a bit of the wings,70.85
5b33k_EN-OL-RC-538_1,5b33k,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings throw a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales they wings would be transparent the colours on the wings make very fine pattern,43.19
5a1f_EN-OL-RC-538_1,5a1f,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings throw a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,54.68
5b41g_EN-OL-RC-538_1,5b41g,Female,5,1,butterflies are सरली some of the most beautiful क्रिएचर in the world they are beautiful because of the brilliant colours of their wings if you look at a butterflies wings through a magnifying glass you will see that they are covered with very स्क small case skills it is this skills which have colour without these skills the wings would be transparent the colours on the the wings make very fine patterns,28.06
5d29g_EN-OL-RC-538_2,5d29g,Female,5,2,if you look at the pictures of butterflies you will find that many of them have large black circle on their wing these look like eyes these eyes are very useful of the butterflies the help ओ it to escape from the enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these black circle for the क्रिइचस eyes it aims or tries to hit the eyes but all that it गेच it a bit of the wing,75.29
5a30k_EN-OL-RC-538_1,5a30k,Female,5,1,butterflies are surely some of the most a beautiful क्रिएचस in the world they are beautiful because of the brilliant colour of their wings if you look at a butterfly's wing through a magnifying glass you will this ला glass which have colour without this scales see that they are कवड with very small scales it is this scales which have colour without this scales the wings would be transparent the colours on the wings make very fine pattern,33.21
5a45c_EN-OL-RC-538_2,5a45c,Male,5,2,if you look at the pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to the butterflies they help it to escape from its enemies a birds or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tries to hit the eyes but all a but all that it gets is a bite of the wing,49.67
5c47a_EN-OL-RC-538_1,5c47a,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterflies wings throw a magnifying glass you will see that they are cover with very small scales it is these scales which have colour without these scales the wings would be ट्रांसप्रिंट the colours on the,76.53
5a34k_EN-OL-RC-538_1,5a34k,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर in the world they are beautiful because of the brilliant colours of their wings if you look at a be butterfly's wings through a magnifying glass you will see that they are covered with very small scale it is these scales which have colour without these scales the wings word be ट्रांसपट the colour on the wings make very fine patterns,57.21
5b2c_EN-OL-RC-538_2,5b2c,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from an its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets it is a bit of the wing,30.52
5b27a_EN-OL-RC-538_1,5b27a,Male,5,1,butterflies are surely some of the most beautiful क्रिएचस in the world they are beautiful because of the bright लिंस colour of their wings if you look at the butterfly wings through a magnifying glasses you will see that they are covered with very small scale it is these scales we which have colours without without these scales the wings would be transparent the colour on the wings make very fine patterns,73.43
5c2c_EN-OL-RC-538_2,5c2c,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these have these eyes are very useful to the butterfly they help it to escape from it enemies a bird or a लिजार्ड which is trying to catch butterfly mistake these black circles for the क्रिएचर्ज eyes it aims to tries to hit the eye but all that it gets it a bit of the wing,90.28
5a35c_EN-OL-RC-538_2,5a35c,Male,5,2,if you look at pictures of butterflies you will find that many of them have large back circles on their wings these look like eyes there a these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these back circles for the क्रिएचर eyes it aims on tries to hit the eye but all that it gets it a bit of the wing,67.75
5c52c_EN-OL-RC-538_2,5c52c,Male,5,2,if you look at the pictures of butterflies you will find that many of them have large black स्क circles on the wings these looks like eyes this eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the creature's eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,96.96
5a4b_EN-OL-RC-538_1,5a4b,Female,5,1,butterflies are surely some of the most beautiful क्रेचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,25.13
5a12d_EN-OL-RC-538_2,5a12d,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterflies they help it to escape from its enemies a bird or a लिजार्ड which is trying to catch a butterfly mistakes they mistakes these black suck of the क्रिएचस eyes it aims or tries to hit eye but all that it gets it a bit is a bit of the wing,100.0
5d15c_EN-OL-RC-538_1,5d15c,Female,5,1,butterflies are surely some of the most beautiful क्रिइचर in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings magnifying glass you will see that they are covered with very small scales it is this scales which have colour without this scales the wings would be transparent the colours on the wings make very fine patterns,85.0
5a24k_EN-OL-RC-538_1,5a24k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colour on the wings make you very fine patterns,43.21
5d29c_EN-OL-RC-538_2,5d29c,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the creature's eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,68.48
5b14a_EN-OL-RC-538_1,5b14a,Female,5,1,butterfly are some of the most butterfly in the world they are butterfly of the colour of their if you look at a butterfly's a grass you will see that they are which very small it is which हॅ have colour the wings world be the colour on the wings,95.65
5a2c_EN-OL-RC-538_2,5a2c,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes the eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims on tries to hit the eye but all that it gets is a बा bit of the wing,56.08
5a26c_EN-OL-RC-538_2,5a26c,Male,5,2,if you look at a butterflies picture you will find that many of them have large black circles on their wings these look like eyes these eyes are useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly makes mistakes these black circles for creatures eye it aims or tries to hit the eye but all that it gets is a bit of the wing,63.58
5c44c_EN-OL-RC-538_1,5c44c,Male,5,1,butterflies is are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at butterfly's wings थ्रोगा magnifying glass you will see that they are covered with very small scales it is these scales which have colours colour without these scales the wings would be transparent the colours on the wings make very fine patterns,87.54
5a41g_EN-OL-RC-538_2,5a41g,Male,5,2,if you look at the pictures of butterflies you will find that many of them have large black colours circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the creature's eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,62.03
5c35c_EN-OL-RC-538_2,5c35c,Male,5,2,if you look at picture of butterflies you will find that many of them have लाज black circle on their wing these look like eyes these eyes are very useful to the butterfly they help to they help it to escape from its enemies a bird or a लिजाय which is trying to catch अब ब्यू butterfly mistake these black circles for the eyes it or to hit the eyes but all that it gets is a bit of the wings,99.04
5a18k_EN-OL-RC-538_1,5a18k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wing would be transparent the colours on the wings make very fine patterns,25.04
5b45a_EN-OL-RC-538_1,5b45a,Male,5,1,बटरफ्लीज are suffering of the must beautiful in the world they are beautiful because of the brilliant colour of their wings if you look at a बटरफ्लीज wings थ्रोट a glass you will see that they are with very स्माल scales it is these scale with have have colour without these scale दा wings would be transparent the colour on the wings make very fine patterns,78.36
5a18c_EN-OL-RC-538_1,5a18c,Female,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,70.89
5a35d_EN-OL-RC-538_2,5a35d,Female,5,2,look at the pictures of butterflies you will find that many of them have large black circles on their wing these look like eye these eyes are very useful to the butterfly they help it to escape from its enemies a bird of a bird or a lizard which is trying to catch a butterfly mistake is black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets a bit of the wing,100.0
5b15b_EN-OL-RC-538_1,5b15b,Female,5,1,butterflies are surely some of the most बीयुटीफोर beautiful क्रिटीकर्स in the world they are beautiful because of the brilliant colours of the wings of their wings if you look at the at a butterfly's wings throat a मैगनीफाइन glasses you will see that they are covered with very small skills the it is these skills which have colours without these scale the wings would be transparent the colour on the wing make very,98.46
5b2f_EN-OL-RC-538_2,5b2f,Female,5,2,if you look at picture of butterflies you will find that many of them have large black circles on their wings this look like eyes this eyes are very useful to the butterflies they help it to escape from its enemies a ब birds or a लिझाड which is trying to catch a butterfly mistakes these black circles for the कॅरेक्चर even eyes it aims or ties to hit the eye but all that it get is a bit of the wing,85.32
5a26c_EN-OL-RC-538_1,5a26c,Male,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of the wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scale it is these scale which have colour without these scale the wings would be transparent the colours on the wings would make very fine patterns,71.39
